intervalo;setor;endereco;turno;rota_setor;frequencia
13:00 à 17:20 hs;6-14;R FAGUNDES;TARDE;63;DIARIA
13:00 à 17:20 hs;6-14;R ALVARÃES;TARDE;64;DIARIA
13:00 à 17:20 hs;6-14;R CÓRREGO DO LEÔNCIO;TARDE;65;DIARIA
13:00 à 17:20 hs;6-14;AV JOSÉLIA;TARDE;66;DIARIA
13:00 à 17:20 hs;6-14;R FAGUNDES;TARDE;67;DIARIA
13:00 à 17:20 hs;6-14;R CÓRREGO DA AREIA;TARDE;68;DIARIA
13:00 à 17:20 hs;6-14;R NOVA DESCOBERTA;TARDE;69;DIARIA
07:30 à 12:00 hs;6-18;SUBIDA PEDRO BRÁS;MANHÃ;1;DIARIA
07:30 à 12:00 hs;6-18;R RIO NOVO;MANHÃ;2;DIARIA
07:30 à 12:00 hs;6-18;R ROSINA BAZANTE;MANHÃ;3;DIARIA
07:30 à 12:00 hs;6-18;R OLÍMPIO BAZANTE;MANHÃ;4;DIARIA
07:30 à 12:00 hs;6-18;R OLÍMPIO BAZANTE;MANHÃ;5;DIARIA
07:30 à 12:00 hs;6-18;R RESPLENDOR;MANHÃ;6;DIARIA
07:30 à 12:00 hs;6-18;R MIGUEL CARNEIRO;MANHÃ;7;DIARIA
07:30 à 12:00 hs;6-18;R SENADOR MILTON CAMPOS;MANHÃ;8;DIARIA
07:30 à 12:00 hs;6-18;R SENADOR MILTON CAMPOS;MANHÃ;9;DIARIA
07:30 à 12:00 hs;6-18;R ALTO DO MUNDO NOVO;MANHÃ;10;DIARIA
07:30 à 12:00 hs;6-18;R COMPOSITOR JOSÉ DANTAS;MANHÃ;11;DIARIA
07:30 à 12:00 hs;6-18;R COMPOSITOR JOSÉ DANTAS;MANHÃ;12;DIARIA
07:30 à 12:00 hs;6-18;R FREDERICO OZANAN;MANHÃ;13;DIARIA
07:30 à 12:00 hs;6-18;R ALTO DO EUCALIPTO;MANHÃ;14;DIARIA
07:30 à 12:00 hs;6-18;R ITABORA;MANHÃ;15;DIARIA
07:30 à 12:00 hs;6-18;R DO AGRESTE;MANHÃ;16;DIARIA
07:30 à 12:00 hs;6-18;R CASSATUBA;MANHÃ;17;DIARIA
07:30 à 12:00 hs;6-18;R CASSATUBA;MANHÃ;18;DIARIA
07:30 à 12:00 hs;6-18;R CATIGUÁ;MANHÃ;19;DIARIA
07:30 à 12:00 hs;6-18;R CANAPI;MANHÃ;20;DIARIA
07:30 à 12:00 hs;6-18;R ASSUNÇÃO;MANHÃ;21;DIARIA
07:30 à 12:00 hs;6-18;R ASSUNÇÃO;MANHÃ;22;DIARIA
07:30 à 12:00 hs;6-18;R DOIS DE FEVEREIRO;MANHÃ;23;DIARIA
07:30 à 12:00 hs;6-18;1ª TV DA MOCIDADE;MANHÃ;24;DIARIA
07:30 à 12:00 hs;6-18;R DA SANTINA;MANHÃ;25;DIARIA
07:30 à 12:00 hs;6-18;R ALÍPIO BAZANTE;MANHÃ;26;DIARIA
07:30 à 12:00 hs;6-18;R RIO NOVO;MANHÃ;27;DIARIA
07:30 à 12:00 hs;6-18;R EDUARDO MENEZES;MANHÃ;28;DIARIA
07:30 à 12:00 hs;6-18;R DA SANTINA;MANHÃ;29;DIARIA
07:30 à 12:00 hs;6-18;R RESPLENDOR;MANHÃ;30;DIARIA
07:30 à 12:00 hs;6-18;R IMBAÚBA;MANHÃ;31;DIARIA
07:30 à 12:00 hs;6-18;R IMBAÚBA;MANHÃ;32;DIARIA
07:30 à 12:00 hs;6-18;R SUBIDA DO CAJUEIRO;MANHÃ;33;DIARIA
07:30 à 12:00 hs;6-18;R ANA JATAUBA;MANHÃ;34;DIARIA
07:30 à 12:00 hs;6-18;R ITAJURU;MANHÃ;35;DIARIA
07:30 à 12:00 hs;6-18;R NOVA ESPERANÇA;MANHÃ;36;DIARIA
07:30 à 12:00 hs;6-18;R MONSENHOR TEOBALDO ROCHA;MANHÃ;37;DIARIA
07:30 à 12:00 hs;6-18;R MONSENHOR TEOBALDO ROCHA;MANHÃ;38;DIARIA
07:30 à 12:00 hs;6-18;R TAQUARAL;MANHÃ;39;DIARIA
13:00 às 17:20 hs;6-18;V UM POR TODOS;TARDE;40;DIARIA
13:00 às 17:20 hs;6-18;V UM POR TODOS;TARDE;41;DIARIA
13:00 às 17:20 hs;6-18;R PEDRA LAVADA;TARDE;42;DIARIA
13:00 às 17:20 hs;6-18;R DUNAS;TARDE;43;DIARIA
13:00 às 17:20 hs;6-18;R ATAPUZ;TARDE;44;DIARIA
13:00 às 17:20 hs;6-18;R ALTO TREZE DE MAIO;TARDE;45;DIARIA
13:00 às 17:20 hs;6-18;R ALTO TREZE DE MAIO;TARDE;46;DIARIA
13:00 às 17:20 hs;6-18;R JOSÉ CARNEIRO LINS;TARDE;47;DIARIA
13:00 às 17:20 hs;6-18;R JOSÉ CARNEIRO LINS;TARDE;48;DIARIA
13:00 às 17:20 hs;6-18;R ARAGUAÍNA;TARDE;49;DIARIA
13:00 às 17:20 hs;6-18;R ARAGUAÍNA;TARDE;50;DIARIA
13:00 às 17:20 hs;6-18;R CURITIBA;TARDE;51;DIARIA
13:00 às 17:20 hs;6-18;R IRMÃ MARIA ARGEMIRA;TARDE;52;DIARIA
13:00 às 17:20 hs;6-18;R RIO RUFINO;TARDE;53;DIARIA
13:00 às 17:20 hs;6-18;R CHUI;TARDE;54;DIARIA
13:00 às 17:20 hs;6-18;R MARIA DA HORA;TARDE;55;DIARIA
13:00 às 17:20 hs;6-18;R ARACAÍBA;TARDE;56;DIARIA
08:00 à 12:00 hs;6-20;R DOIS DE FEVEREIRO;MANHÃ;1;DIARIA
08:00 à 12:00 hs;6-20;R ANTÔNIO SERAFIM DE SOUZA;MANHÃ;2;DIARIA
08:00 à 12:00 hs;6-20;R DOIS DE FEVEREIRO;MANHÃ;3;DIARIA
08:00 à 12:00 hs;6-20;R CAXAMBU;MANHÃ;4;DIARIA
08:00 à 12:00 hs;6-20;R JAPARATUBA;MANHÃ;5;DIARIA
08:00 à 12:00 hs;6-20;R MONTE BELO;MANHÃ;6;DIARIA
08:00 à 12:00 hs;6-20;R DOIS DE MAIO;MANHÃ;7;DIARIA
08:00 à 12:00 hs;6-20;R PINTO RIBEIRO;MANHÃ;8;DIARIA
08:00 à 12:00 hs;6-20;R DOZE DE JANEIRO;MANHÃ;9;DIARIA
08:00 à 12:00 hs;6-20;R DESEMBARGADOR FONSECA GALVÃO;MANHÃ;10;DIARIA
08:00 à 12:00 hs;6-20;R COSTA RIBEIRO;MANHÃ;11;DIARIA
08:00 à 12:00 hs;6-20;R VINTE TRÊS DE AGOSTO;MANHÃ;12;DIARIA
08:00 à 12:00 hs;6-20;R JAPARATUBA;MANHÃ;13;DIARIA
08:00 à 12:00 hs;6-20;R MARIALVA;MANHÃ;14;DIARIA
08:00 à 12:00 hs;6-20;R VASCO DA GAMA;MANHÃ;15;DIARIA
08:00 à 12:00 hs;6-20;R MIGUEL CARNEIRO;MANHÃ;16;DIARIA
08:00 à 12:00 hs;6-20;R SUMÉ;MANHÃ;17;DIARIA
08:00 à 12:00 hs;6-20;1ª TV DA MOCIDADE;MANHÃ;18;DIARIA
08:00 à 12:00 hs;6-20;TV DOIS DE FEVEREIRO;MANHÃ;19;DIARIA
08:00 à 12:00 hs;6-20;R FREDERICO OZANAN;MANHÃ;20;DIARIA
08:00 à 12:00 hs;6-20;R AUGUSTO LIMA;MANHÃ;21;DIARIA
08:00 à 12:00 hs;6-20;R MIRANDELA;MANHÃ;22;DIARIA
08:00 à 12:00 hs;6-20;R ALTO DO EUCALIPTO;MANHÃ;23;DIARIA
08:00 à 12:00 hs;6-20;SUBIDA DA BACARDI;MANHÃ;24;DIARIA
08:00 à 12:00 hs;6-20;R ARARI;MANHÃ;25;DIARIA
08:00 à 12:00 hs;6-20;R PARDAL;MANHÃ;26;DIARIA
08:00 à 12:00 hs;6-20;R PIRIZAL;MANHÃ;27;DIARIA
08:00 à 12:00 hs;6-20;R CAMBORIÚ;MANHÃ;28;DIARIA
08:00 à 12:00 hs;6-20;R NICOLINO MIRANDA;MANHÃ;29;DIARIA
08:00 à 12:00 hs;6-20;AV VEREADOR OTACÍLIO AZEVEDO;MANHÃ;30;DIARIA
08:00 à 12:00 hs;6-20;R DIADEMA;MANHÃ;31;DIARIA
08:00 à 12:00 hs;6-20;R DOURADINHA;MANHÃ;32;DIARIA
08:00 à 12:00 hs;6-20;R CERRO AZUL;MANHÃ;33;DIARIA
08:00 à 12:00 hs;6-20;R ALTO DO EUCALIPTO;MANHÃ;34;DIARIA
08:00 à 12:00 hs;6-20;TV JARDIM NOVA VIDA;MANHÃ;35;DIARIA
08:00 à 12:00 hs;6-20;TV PIRIZAL;MANHÃ;36;DIARIA
08:00 à 12:00 hs;6-20;R CÓRREGO DO CAROÁ;MANHÃ;37;DIARIA
08:00 à 12:00 hs;6-20;R JOSÉ REBOUÇAS;MANHÃ;38;DIARIA
13:00 à 15:00 hs;6-20;R ARY PETER;TARDE;39;DIARIA
13:00 à 15:00 hs;6-20;R CÓRREGO DO EUCLIDES;TARDE;40;DIARIA
13:00 à 15:00 hs;6-20;R TOBATI;TARDE;41;DIARIA
13:00 à 15:00 hs;6-20;R DO TAPA;TARDE;42;DIARIA
13:00 à 15:00 hs;6-20;R PICUÍ;TARDE;43;DIARIA
13:00 à 15:00 hs;6-20;R NINA;TARDE;44;DIARIA
13:00 à 15:00 hs;6-20;R CÓRREGO DO OURO;TARDE;45;DIARIA
13:00 à 15:00 hs;6-20;R ALTO DO BAMBUÍ;TARDE;46;DIARIA
13:00 à 15:00 hs;6-20;R CÓRREGO DO OURO;TARDE;47;DIARIA
13:00 à 15:00 hs;6-20;R ALTO DO BAMBUÍ;TARDE;48;DIARIA
13:00 à 15:00 hs;6-20;R DA MOCIDADE;TARDE;49;DIARIA
13:00 à 15:00 hs;6-20;R ANGUERETA;TARDE;50;DIARIA
13:00 à 15:00 hs;6-20;R JAPERÍ;TARDE;51;DIARIA
13:00 à 15:00 hs;6-20;R PLANALTO;TARDE;52;DIARIA
13:00 à 15:00 hs;6-20;R ALTO NOSSA SENHORA DE FÁTIMA;TARDE;53;DIARIA
13:00 à 15:00 hs;6-20;2ª TV ALTO DO BAMBUÍ;TARDE;54;DIARIA
13:00 à 15:00 hs;6-20;R URUCARA;TARDE;55;DIARIA
13:00 à 15:00 hs;6-20;R JUDITE;TARDE;56;DIARIA
13:00 à 15:00 hs;6-20;R ANAJÁS;TARDE;57;DIARIA
13:00 à 15:00 hs;6-20;R NOSSA SENHORA DE FÁTIMA;TARDE;58;DIARIA
13:00 à 15:00 hs;6-20;R MAJOR IZIDORO;TARDE;59;DIARIA
13:00 à 15:00 hs;6-20;R DOUTOR DURVAL;TARDE;60;DIARIA
13:00 à 15:00 hs;6-20;R ANTÔNIO PINTO LAPA;TARDE;61;DIARIA
13:00 à 15:00 hs;6-20;R DOUTOR DURVAL;TARDE;62;DIARIA
13:00 à 15:00 hs;6-20;R NOSSA SENHORA DE FÁTIMA;TARDE;63;DIARIA
13:00 à 15:00 hs;6-20;R TAPIRANGA;TARDE;64;DIARIA
13:00 à 15:00 hs;6-20;1ª TV DA MOCIDADE;TARDE;65;DIARIA
13:00 à 15:00 hs;6-20;R CARAVELAS;TARDE;66;DIARIA
13:00 à 15:00 hs;6-20;R ITAQUATIARA;TARDE;67;DIARIA
07:30 à 12:00 hs;6-22;R ARLINDO CISNEIROS;MANHÃ;1;DIARIA
07:30 à 12:00 hs;6-22;R CHÃ DE ALEGRIA;MANHÃ;2;DIARIA
07:30 à 12:00 hs;6-22;R BOMBA DO HEMETÉRIO;MANHÃ;3;DIARIA
07:30 à 12:00 hs;6-22;R PASTOR EVANGÉLICO BENOBY C DE SOUZA;MANHÃ;4;DIARIA
07:30 à 12:00 hs;6-22;R MERCÚRIO;MANHÃ;5;DIARIA
07:30 à 12:00 hs;6-22;R URÂNIA;MANHÃ;6;DIARIA
07:30 à 12:00 hs;6-22;R CÓRREGO ANTÔNIO RODRIGUES;MANHÃ;7;DIARIA
07:30 à 12:00 hs;6-22;R PITA;MANHÃ;8;DIARIA
07:30 à 12:00 hs;6-22;R CÓRREGO ANTÔNIO RODRIGUES;MANHÃ;9;DIARIA
07:30 à 12:00 hs;6-22;TV ANTÔNIO MEIRA;MANHÃ;10;DIARIA
07:30 à 12:00 hs;6-22;R ARAPIXUNA;MANHÃ;11;DIARIA
07:30 à 12:00 hs;6-22;R TAMBOARA;MANHÃ;12;DIARIA
07:30 à 12:00 hs;6-22;R LADEIRA DE PEDRA;MANHÃ;13;DIARIA
07:30 à 12:00 hs;6-22;AV ANIBAL BENÉVOLO;MANHÃ;14;DIARIA
07:30 à 12:00 hs;6-22;R SODRELÂNDIA;MANHÃ;15;DIARIA
07:30 à 12:00 hs;6-22;R LEVINÓPOLIS;MANHÃ;16;DIARIA
07:30 à 12:00 hs;6-22;TV MARILENA;MANHÃ;17;DIARIA
07:30 à 12:00 hs;6-22;R PLANALTINA;MANHÃ;18;DIARIA
07:30 à 12:00 hs;6-22;R SERRA PRETA;MANHÃ;19;DIARIA
07:30 à 12:00 hs;6-22;R MONTE SANTO;MANHÃ;20;DIARIA
07:30 à 12:00 hs;6-22;R CÓRREGO JOSÉ GRANDE;MANHÃ;21;DIARIA
07:30 à 12:00 hs;6-22;R MÁRIO DE ANDRADE;MANHÃ;22;DIARIA
07:30 à 12:00 hs;6-22;R CÓRREGO DO BARTOLOMEU;MANHÃ;23;DIARIA
07:30 à 12:00 hs;6-22;LRG DOM LUIZ;MANHÃ;24;DIARIA
07:30 à 12:00 hs;6-22;R JOAQUIM TEIXEIRA;MANHÃ;25;DIARIA
07:30 à 12:00 hs;6-22;LD DO APIQUE;MANHÃ;26;DIARIA
07:30 à 12:00 hs;6-22;R ITAQUATIARA;MANHÃ;27;DIARIA
07:30 à 12:00 hs;6-22;R ITACOLOMIS;MANHÃ;28;DIARIA
07:30 à 12:00 hs;6-22;BC DO COCHICHO;MANHÃ;29;DIARIA
07:30 à 12:00 hs;6-22;ESTR DO MORRO DA CONCEIÇÃO;MANHÃ;30;DIARIA
07:30 à 12:00 hs;6-22;R DO MORRO DA CONCEIÇÃO;MANHÃ;31;DIARIA
07:30 à 12:00 hs;6-22;R SANTA GERTRUDES;MANHÃ;32;DIARIA
07:30 à 12:00 hs;6-22;R ALTO ALEGRE;MANHÃ;33;DIARIA
07:30 à 12:00 hs;6-22;R CEARÁ-MIRIM;MANHÃ;34;DIARIA
07:30 à 12:00 hs;6-22;R TUPÃ;MANHÃ;35;DIARIA
07:30 à 12:00 hs;6-22;R DO DENDÊ;MANHÃ;36;DIARIA
07:30 à 12:00 hs;6-22;R MACÁU;MANHÃ;37;DIARIA
13:00 à 17:20 hs;6-22;R DA MACAÍBA;TARDE;38;DIARIA
13:00 à 17:20 hs;6-22;R VARJOTA;TARDE;39;DIARIA
13:00 à 17:20 hs;6-22;R WÁGNER;TARDE;40;DIARIA
13:00 à 17:20 hs;6-22;TV TAMBOARA;TARDE;41;DIARIA
13:00 à 17:20 hs;6-22;R URUTAI;TARDE;42;DIARIA
13:00 à 17:20 hs;6-22;R GROTAS;TARDE;43;DIARIA
13:00 à 17:20 hs;6-22;R TIMBURI;TARDE;44;DIARIA
13:00 à 17:20 hs;6-22;R SODRÉLIA;TARDE;45;DIARIA
13:00 à 17:20 hs;6-22;R SOLEMAR;TARDE;46;DIARIA
13:00 à 17:20 hs;6-22;R CARANDAÍ;TARDE;47;DIARIA
13:00 à 17:20 hs;6-22;R DO CANDOMBLÉ;TARDE;48;DIARIA
13:00 à 17:20 hs;6-22;R CARANDAÍ;TARDE;49;DIARIA
13:00 à 17:20 hs;6-22;R CÓRREGO DO EUCLIDES;TARDE;50;DIARIA
13:00 à 17:20 hs;6-22;R LADY LEÃO;TARDE;51;DIARIA
13:00 à 17:20 hs;6-22;R PROFESSOR ALEXANDRE BORGES;TARDE;52;DIARIA
13:00 à 17:20 hs;6-22;R GUAIÇARA;TARDE;53;DIARIA
13:00 à 17:20 hs;6-22;R ITAQUATIARA;TARDE;54;DIARIA
13:00 à 17:20 hs;6-22;R SANTA GERTRUDES;TARDE;55;DIARIA
13:00 à 17:20 hs;6-22;R DA CONCEIÇÃO;TARDE;56;DIARIA
13:00 à 17:20 hs;6-22;R EDSON;TARDE;57;DIARIA
13:00 à 17:20 hs;6-22;R AMBORÉ;TARDE;58;DIARIA
13:00 à 17:20 hs;6-22;R MACÁU;TARDE;59;DIARIA
13:00 à 17:20 hs;6-22;R MARIA TERESA DOURADO E SILVA;TARDE;60;DIARIA
13:00 à 17:20 hs;6-22;R RISSETE;TARDE;61;DIARIA
13:00 à 17:20 hs;6-22;ESTR DO MORRO DA CONCEIÇÃO;TARDE;62;DIARIA
13:00 à 17:20 hs;6-22;LRG DOM LUIZ;TARDE;63;DIARIA
13:00 à 17:20 hs;6-22;R JOAQUIM TEIXEIRA;TARDE;64;DIARIA
07:30 à 12:00 hs;6-24;R TAPEJARA;MANHÃ;1;DIARIA
07:30 à 12:00 hs;6-24;R CAMPO ALEGRE;MANHÃ;2;DIARIA
07:30 à 12:00 hs;6-24;R ALCIDES LIMA;MANHÃ;3;DIARIA
07:30 à 12:00 hs;6-24;R CECÍLIA REIS;MANHÃ;4;DIARIA
07:30 à 12:00 hs;6-24;R IVO AUGUSTO;MANHÃ;5;DIARIA
07:30 à 12:00 hs;6-24;R MANOEL APOLINÁRIO;MANHÃ;6;DIARIA
07:30 à 12:00 hs;6-24;R CABO EPITÁCIO LUCENA;MANHÃ;7;DIARIA
07:30 à 12:00 hs;6-24;R MACAMBÉ;MANHÃ;8;DIARIA
07:30 à 12:00 hs;6-24;R ASSUREMA;MANHÃ;9;DIARIA
07:30 à 12:00 hs;6-24;R VALERIANO LOBO;MANHÃ;10;DIARIA
07:30 à 12:00 hs;6-24;R MARAGOGI;MANHÃ;11;DIARIA
07:30 à 12:00 hs;6-24;R SEIS;MANHÃ;12;DIARIA
07:30 à 12:00 hs;6-24;R JUBIM;MANHÃ;13;DIARIA
07:30 à 12:00 hs;6-24;R MARAGOGI;MANHÃ;14;DIARIA
07:30 à 12:00 hs;6-24;R ACAIACA;MANHÃ;15;DIARIA
07:30 à 12:00 hs;6-24;R PINTOR MÁRIO NUNES;MANHÃ;16;DIARIA
07:30 à 12:00 hs;6-24;R PRINCIPAL;MANHÃ;17;DIARIA
13:00 à 17:20 hs;6-24;R PINTOR MÁRIO NUNES;MANHÃ;18;DIARIA
13:00 à 17:20 hs;6-24;R SEVERINO BERNARDINO PEREIRA;TARDE;19;DIARIA
13:00 à 17:20 hs;6-24;R SEVERINO BERNARDINO PEREIRA;TARDE;20;DIARIA
13:00 à 17:20 hs;6-24;R LUIZ GONZAGA DE SOUZA;TARDE;21;DIARIA
13:00 à 17:20 hs;6-24;R HORÁCIO SILVA;TARDE;22;DIARIA
13:00 à 17:20 hs;6-24;R MANGABEIRA;TARDE;23;DIARIA
13:00 à 17:20 hs;6-24;R AZURITA;TARDE;24;DIARIA
13:00 à 17:20 hs;6-24;R MANGABEIRA;TARDE;25;DIARIA
13:00 à 17:20 hs;6-24;R MARIA GONÇALVES;TARDE;26;DIARIA
13:00 à 17:20 hs;6-24;R JACOB;TARDE;27;DIARIA
13:00 à 17:20 hs;6-24;R DO CINEMA;TARDE;28;DIARIA
13:00 à 17:20 hs;6-24;R NICÉAS ARCOVERDE GUSMÃO;TARDE;29;DIARIA
13:00 à 17:20 hs;6-24;R ESMERALDAS;TARDE;30;DIARIA
13:00 à 17:20 hs;6-24;R DESEMBARGADOR HERÁCLITO CAVALCANTI;TARDE;31;DIARIA
13:00 à 17:20 hs;6-24;R SANTELMO;TARDE;32;DIARIA
13:00 à 17:20 hs;6-24;R MARIA GONÇALVES;TARDE;33;DIARIA
13:00 à 17:20 hs;6-24;R DO RIO;TARDE;34;DIARIA
13:00 à 17:20 hs;6-24;2ª TV DO RIO;TARDE;35;DIARIA
07:30 à 12:00 hs;6-72;TV PADRE AZEVEDO;MANHÃ;1;DIARIA
07:30 à 12:00 hs;6-72;AV CENTRAL;MANHÃ;2;DIARIA
07:30 à 12:00 hs;6-72;AV RIO CAPIBARIBE;MANHÃ;3;DIARIA
07:30 à 12:00 hs;6-72;TV DO RAPOSO;MANHÃ;4;DIARIA
07:30 à 12:00 hs;6-72;R LOURENÇO DA SILVA;MANHÃ;5;DIARIA
07:30 à 12:00 hs;6-72;R PAPA JOÃO PAULO II;MANHÃ;6;DIARIA
07:30 à 12:00 hs;6-72;R PINHEIROS;MANHÃ;7;DIARIA
07:30 à 12:00 hs;6-72;R ANNA BEZERRA;MANHÃ;8;DIARIA
07:30 à 12:00 hs;6-72;R JOÃO MEIRA LINS;MANHÃ;9;DIARIA
07:30 à 12:00 hs;6-72;R ANNA BEZERRA;MANHÃ;10;DIARIA
07:30 à 12:00 hs;6-72;R LOURENÇO DE SÁ;MANHÃ;11;DIARIA
07:30 à 12:00 hs;6-72;R GUARAGI;MANHÃ;12;DIARIA
07:30 à 12:00 hs;6-72;1ª TV CABO EUTRÓPIO;MANHÃ;13;DIARIA
07:30 à 12:00 hs;6-72;BC ITAPUÃ;MANHÃ;14;DIARIA
07:30 à 12:00 hs;6-72;R REGÊNCIA;MANHÃ;15;DIARIA
07:30 à 12:00 hs;6-72;R NOVE MIL NOVECENTOS E VINTE E CINCO;MANHÃ;16;DIARIA
07:30 à 12:00 hs;6-72;R MARUIM;MANHÃ;17;DIARIA
13:00 à 17:20 hs;6-72;R SANTA MARIA;TARDE;18;DIARIA
13:00 à 17:20 hs;6-72;R INTERLÂNDIA;TARDE;19;DIARIA
13:00 à 17:20 hs;6-72;BC DOS CADUCOS;TARDE;20;DIARIA
13:00 à 17:20 hs;6-72;R REALEZA;TARDE;21;DIARIA
13:00 à 17:20 hs;6-72;R NOVE MIL NOVECENTOS E VINTE E TRÊS;TARDE;22;DIARIA
13:00 à 17:20 hs;6-72;R ARIPUANÃ;TARDE;23;DIARIA
13:00 à 17:20 hs;6-72;VD JOAQUIM CARDOSO;TARDE;24;DIARIA
13:00 à 17:20 hs;6-72;AV BEIRA RIO;TARDE;25;DIARIA
13:00 à 17:20 hs;6-72;ACESSO AV. BEIRA RIO;TARDE;26;DIARIA
13:00 à 17:20 hs;6-72;AV BEIRA RIO;TARDE;27;DIARIA
13:00 à 17:20 hs;6-72;R REGO MELO;TARDE;28;DIARIA
13:00 à 17:20 hs;6-72;R SAPIRANGA;TARDE;29;DIARIA
13:00 à 17:20 hs;6-72;R DOS COQUEIROS;TARDE;30;DIARIA
13:00 à 17:20 hs;6-72;R PREFEITO JORGE MARTINS;TARDE;31;DIARIA
13:00 à 17:20 hs;6-72;R PADRE VENÂNCIO;TARDE;32;DIARIA
07:30 à 12:00 hs;6-82;R NOGUEIRA DE SOUZA;MANHÃ;1;DIARIA
07:30 à 12:00 hs;6-82;AV REPÚBLICA ÁRABE UNIDA;MANHÃ;2;DIARIA
07:30 à 12:00 hs;6-82;R ARQUITETO AUGUSTO REINALDO;MANHÃ;3;DIARIA
07:30 à 12:00 hs;6-82;AV REPÚBLICA DO LÍBANO;MANHÃ;4;DIARIA
07:30 à 12:00 hs;6-82;R MARQUÊS DE ALEGRETE;MANHÃ;5;DIARIA
07:30 à 12:00 hs;6-82;R DO PATROCÍNIO;MANHÃ;6;DIARIA
07:30 à 12:00 hs;6-82;AV DOUTOR DIRCEU TURCANO VELOSO DE BRITO;MANHÃ;7;DIARIA
07:30 à 12:00 hs;6-82;R JOSÉ LUÍS TEIXEIRA LEITE;MANHÃ;8;DIARIA
07:30 à 12:00 hs;6-82;R ADONIS DE SOUZA;MANHÃ;9;DIARIA
07:30 à 12:00 hs;6-82;R VERA CRUZ;MANHÃ;10;DIARIA
07:30 à 12:00 hs;6-82;R ABREU ALBANO;MANHÃ;11;DIARIA
07:30 à 12:00 hs;6-82;R HENRIQUETA TORREIRO;MANHÃ;12;DIARIA
07:30 à 12:00 hs;6-82;AV JAMIL ASFORA;MANHÃ;13;DIARIA
07:30 à 12:00 hs;6-82;R VERA CRUZ;MANHÃ;14;DIARIA
07:30 à 12:00 hs;6-82;R BARÃO DE SANTO ÂNGELO;MANHÃ;15;DIARIA
07:30 à 12:00 hs;6-82;R MANUEL DE BRITO;MANHÃ;16;DIARIA
07:30 à 12:00 hs;6-82;R MELQUI RIBEIRO ROMA;MANHÃ;17;DIARIA
07:30 à 12:00 hs;6-82;R SANTOS LEITE;MANHÃ;18;DIARIA
07:30 à 12:00 hs;6-82;R SÃO LUÍS;MANHÃ;19;DIARIA
07:30 à 12:00 hs;6-82;AV ENCANTA MOÇA;MANHÃ;20;DIARIA
07:30 à 12:00 hs;6-82;TV ENCANTA MOÇA;MANHÃ;21;DIARIA
07:30 à 12:00 hs;6-82;R CARNEIRO PESSOA;MANHÃ;22;DIARIA
07:30 à 12:00 hs;6-82;R BARREIROS;MANHÃ;23;DIARIA
07:30 à 12:00 hs;6-82;R UNIFLOR;MANHÃ;24;DIARIA
07:30 à 12:00 hs;6-82;R VINTE E SEIS DE JANEIRO;MANHÃ;25;DIARIA
07:30 à 12:00 hs;6-82;R VILA TEIMOSA;MANHÃ;26;DIARIA
07:30 à 12:00 hs;6-82;R CARNEIRO PESSOA;MANHÃ;27;DIARIA
07:30 à 12:00 hs;6-82;R VINTE E SEIS DE JANEIRO;MANHÃ;28;DIARIA
07:30 à 12:00 hs;6-82;LRG ENCANTA MOÇA;MANHÃ;29;DIARIA
07:30 à 12:00 hs;6-82;R DOZE DE JULHO;MANHÃ;30;DIARIA
07:30 à 12:00 hs;6-82;R SÃO LUÍS;MANHÃ;31;DIARIA
07:30 à 12:00 hs;6-82;R SÃO BENEDITO;MANHÃ;32;DIARIA
07:30 à 12:00 hs;6-82;R OSWALDO MACHADO;MANHÃ;33;DIARIA
07:30 à 12:00 hs;6-82;R EURICO VITRUVIO;MANHÃ;34;DIARIA
07:30 à 12:00 hs;6-82;R ITAICUBA;MANHÃ;35;DIARIA
07:30 à 12:00 hs;6-82;R QUIXADÁ;MANHÃ;36;DIARIA
07:30 à 12:00 hs;6-82;R BOA VENTURA RODRIGUES;MANHÃ;37;DIARIA
07:30 à 12:00 hs;6-82;R SIDERÓPOLIS;MANHÃ;38;DIARIA
07:30 à 12:00 hs;6-82;TV ARTUR LÍCIO;MANHÃ;39;DIARIA
07:30 à 12:00 hs;6-82;R ARTUR LÍCIO;MANHÃ;40;DIARIA
07:30 à 12:00 hs;6-82;R GAROPABA;MANHÃ;41;DIARIA
07:30 à 12:00 hs;6-82;AV ENCANTA MOÇA;MANHÃ;42;DIARIA
07:30 à 12:00 hs;6-82;R PENDENTE;MANHÃ;43;DIARIA
13:00 à 17:20 hs;6-82;R UNIÃO;TARDE;44;DIARIA
13:00 à 17:20 hs;6-82;R ANDARAÍ;TARDE;45;DIARIA
13:00 à 17:20 hs;6-82;R MARISTELA;TARDE;46;DIARIA
13:00 à 17:20 hs;6-82;R MARISTELA;TARDE;47;DIARIA
13:00 à 17:20 hs;6-82;R ELIAS GOMES;TARDE;48;DIARIA
13:00 à 17:20 hs;6-82;R JOSÉ RODRIGUES;TARDE;49;DIARIA
13:00 à 17:20 hs;6-82;R JOSÉ NORONHA;TARDE;50;DIARIA
13:00 à 17:20 hs;6-82;R GAGO COUTINHO;TARDE;51;DIARIA
13:00 à 17:20 hs;6-82;R OLÍMPIO MENEZES;TARDE;52;DIARIA
13:00 à 17:20 hs;6-82;R JOSÉ PAES DE BARROS;TARDE;53;DIARIA
13:00 à 17:20 hs;6-82;R BENEDITA LYRA;TARDE;54;DIARIA
13:00 à 17:20 hs;6-82;R ELIAS GOMES;TARDE;55;DIARIA
