intervalo;setor;endereco;turno;rota_setor;frequencia
17:00 à 00:00 hs;5-32;R DORESÓPOLIS;NOTURNO;30;DIARIA
17:00 à 00:00 hs;5-32;R EXPEDICIONÁRIO JOSÉ VICENTE;NOTURNO;31;DIARIA
17:00 à 00:00 hs;5-32;R DO AGAVE;NOTURNO;32;DIARIA
01:00 à 03:20 hs;5-32;R COMPOSITOR RAUL VALENÇA;NOTURNO;33;DIARIA
01:00 à 03:20 hs;5-32;R ABELARDO RODRIGUES;NOTURNO;34;DIARIA
01:00 à 03:20 hs;5-32;R JOÃO CAVALCANTI PETRIBU;NOTURNO;35;DIARIA
01:00 à 03:20 hs;5-32;R EXPEDICIONÁRIO PELÓPIDAS PASSAMANI;NOTURNO;36;DIARIA
01:00 à 03:20 hs;5-32;R EXPEDICIONÁRIO SIMÃO FERNANDES;NOTURNO;37;DIARIA
01:00 à 03:20 hs;5-32;R DO ROSÁRIO;NOTURNO;38;DIARIA
01:00 à 03:20 hs;5-32;R EPAMINONDAS MENDONÇA;NOTURNO;39;DIARIA
01:00 à 03:20 hs;5-32;R ALFREDO FREIRE;NOTURNO;40;DIARIA
01:00 à 03:20 hs;5-32;R PROFESSOR LOBO DE MIRANDA;NOTURNO;41;DIARIA
01:00 à 03:20 hs;5-32;R JOSÉ DOMINGOS DE LIMA;NOTURNO;42;DIARIA
01:00 à 03:20 hs;5-32;R MÁRIO GOMES;NOTURNO;43;DIARIA
01:00 à 03:20 hs;5-32;R VINTE E UM DE JUNHO;NOTURNO;44;DIARIA
01:00 à 03:20 hs;5-32;R GENTIL CARDOSO;NOTURNO;45;DIARIA
01:00 à 03:20 hs;5-32;TV GENTIL CARDOSO;NOTURNO;46;DIARIA
01:00 à 03:20 hs;5-32;R DA MATA;NOTURNO;47;DIARIA
01:00 à 03:20 hs;5-32;R DIVISÓPOLIS;NOTURNO;48;DIARIA
01:00 à 03:20 hs;5-32;R BELMIRO DE BARROS;NOTURNO;49;DIARIA
19:30 à 00:00 hs;5-33;AVENIDA CANNAÃ ;NOTURNO;1;DIARIA
19:30 à 00:00 hs;5-33;RUA SANTA LUCIA;NOTURNO;2;DIARIA
19:30 à 00:00 hs;5-33;RUA SÓ NOS DOIS;NOTURNO;3;DIARIA
19:30 à 00:00 hs;5-33;RUA VITOTIA REGIA ;NOTURNO;4;DIARIA
19:30 à 00:00 hs;5-33;RUA CHAGAS FERREIRA (ALTO SANTA TEREZINHA);NOTURNO;5;DIARIA
19:30 à 00:00 hs;5-33;RUA ENGENHEIRO CELIO DE CARLI ;NOTURNO;6;DIARIA
19:30 à 00:00 hs;5-33;RUA ENGENHEIRO PONTES;NOTURNO;7;DIARIA
19:30 à 00:00 hs;5-33;AVENIDA OTACILIO DE AZEVEDO (UPA);NOTURNO;8;DIARIA
19:30 à 00:00 hs;5-33;RUA COMPOSITO INALDO MENDONÇA;NOTURNO;9;DIARIA
19:30 à 00:00 hs;5-33;RUA BARÃO DE CARUARU;NOTURNO;10;DIARIA
19:30 à 00:00 hs;5-33;RUA VITORIANA;NOTURNO;11;DIARIA
19:30 à 00:00 hs;5-33;RUA JUDITH;NOTURNO;12;DIARIA
19:30 à 00:00 hs;5-33;RUA CONSELHEIRO BARRO BARRETO ;NOTURNO;13;DIARIA
01:00 à 04:20 hs;5-33;RUA TRILHO ;NOTURNO;14;DIARIA
01:00 à 04:20 hs;5-33;RUA PIRAMUTABA;NOTURNO;15;DIARIA
01:00 à 04:20 hs;5-33;RUA ALTO GUILHERMINO ;NOTURNO;16;DIARIA
01:00 à 04:20 hs;5-33;RUA GGAS MUNIZ;NOTURNO;17;DIARIA
01:00 à 04:20 hs;5-33;AVENIDA MANOEL LOPES;NOTURNO;18;DIARIA
01:00 à 04:20 hs;5-33;RUA DA VITORIA ;NOTURNO;19;DIARIA
01:00 à 04:20 hs;5-33;RUA ELZA ;NOTURNO;20;DIARIA
01:00 à 04:20 hs;5-33;RUA CORREGO BOMBEIRENCE;NOTURNO;21;DIARIA
01:00 à 04:20 hs;5-33;RUA DOS QUIXABÁS;NOTURNO;22;DIARIA
01:00 à 04:20 hs;5-33;RUA DO RIO ;NOTURNO;23;DIARIA
01:00 à 04:20 hs;5-33;AVENIDA JOÃO DE BARROS (BOMBEIRO);NOTURNO;24;DIARIA
01:00 à 04:20 hs;5-33;RUA JOÃO ROMA;NOTURNO;25;DIARIA
01:00 à 04:20 hs;5-33;RUA ALTER DULARA;NOTURNO;26;DIARIA
01:00 à 04:20 hs;5-33;RUA PASSARELA;NOTURNO;27;DIARIA
19:30 à 00:00 hs;3-01;R ODORICO MENDES;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R VISCONDE DE CAIRU;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R SEBASTIÃO GALVÃO;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R HAMILTON RIBEIRO;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R PADRE CAPISTRANO;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R ODORICO MENDES;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R PROFESSOR FRANCISCO DA TRINDADE;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R ESBERARD;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R GONÇALVES DIAS;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R CATULO DA PAIXÃO CEARENSE;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R PITIGUARAS;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R PROFESSOR FRANCISCO DA TRINDADE;NOTURNO;12;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R PEDRO CELSO;NOTURNO;13;TER, QUI, SAB
19:30 à 00:00 hs;3-01;ACESSO;NOTURNO;14;TER, QUI, SAB
19:30 à 00:00 hs;3-01;AC P/ AV ODORICO MENDES;NOTURNO;15;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R GUAICURUS;NOTURNO;16;TER, QUI, SAB
19:30 à 00:00 hs;3-01;AV GOVERNADOR AGAMENON MAGALHÃES;NOTURNO;17;TER, QUI, SAB
19:30 à 00:00 hs;3-01;RETORNO;NOTURNO;18;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R BARÃO DE IGARASSU;NOTURNO;19;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R LEÃO FALCÃO;NOTURNO;20;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R BUARQUE DE MACEDO;NOTURNO;21;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R MACIEL MONTEIRO;NOTURNO;22;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R BUARQUE DE MACEDO;NOTURNO;23;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R LEÃO FALCÃO;NOTURNO;24;TER, QUI, SAB
19:30 à 00:00 hs;3-01;AV CRUZ CABUGÁ;NOTURNO;25;TER, QUI, SAB
19:30 à 00:00 hs;3-01;AC P/ AV GOV. AGAMENON MAGALHÃES;NOTURNO;26;TER, QUI, SAB
19:30 à 00:00 hs;3-01;ESTR DE BELÉM;NOTURNO;27;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R HAMILTON RIBEIRO;NOTURNO;28;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R VISCONDE DE CAIRU;NOTURNO;29;TER, QUI, SAB
19:30 à 00:00 hs;3-01;R PAULO DE ARRUDA;NOTURNO;30;TER, QUI, SAB
01:00 à 04:20 hs;3-01;ESTR DE BELÉM;NOTURNO;31;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R INHAMUNS;NOTURNO;32;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R GUAICURUS;NOTURNO;33;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R MARCELON DE CASTRO LIRA;NOTURNO;34;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R DONA MARIANA REGO BARRETO;NOTURNO;35;TER, QUI, SAB
01:00 à 04:20 hs;3-01;AV CRUZ CABUGÁ;NOTURNO;36;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R DONA MARIA DE BRITO;NOTURNO;37;TER, QUI, SAB
01:00 à 04:20 hs;3-01;PÇA GENERAL CARLOS PINTO;NOTURNO;38;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R JOSÉ BATISTA SOBRINHO;NOTURNO;39;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R FUZILEIRO JOSIAS MOTA;NOTURNO;40;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R DONA LEONOR PORTO;NOTURNO;41;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R PADRE FÉLIX BARRETO;NOTURNO;42;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R MONTEIRO LOBATO;NOTURNO;43;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R MORAES DE INHAMA;NOTURNO;44;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R EDMUNDO DE ANDRADE;NOTURNO;45;TER, QUI, SAB
01:00 à 04:20 hs;3-01;PÇA ONZE DE JUNHO;NOTURNO;46;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R BATISTA REGUEIRA;NOTURNO;47;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R DONA MARIA DE SOUSA;NOTURNO;48;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R DONA SINHÁ MENEZES;NOTURNO;49;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R DONA LEONOR PORTO;NOTURNO;50;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R MORAES DE INHAMA;NOTURNO;51;TER, QUI, SAB
01:00 à 04:20 hs;3-01;R HERMÍLIO GOMES;NOTURNO;52;TER, QUI, SAB
19:30 à 00:00 hs;3-03;AV NORTE;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R GUADALUPE;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R AUGUSTO RODRIGUES;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R LADÁRIO DE SOUZA;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R DOM JOÃO COSTA;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R AUGUSTO RODRIGUES;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R PADRE MIGUELINHO;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R PROFESSOR OTHON PARAÍSO;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R CÂNDIDO LACERDA;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R PADRE MIGUELINHO;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-03;ACESSO;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-03;AV GOVERNADOR AGAMENON MAGALHÃES;NOTURNO;12;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R DJALMA FARIAS;NOTURNO;13;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R LADÁRIO DE SOUZA;NOTURNO;14;TER, QUI, SAB
19:30 à 00:00 hs;3-03;AV JOÃO DE BARROS;NOTURNO;15;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R ARTUR DE AZEVEDO;NOTURNO;16;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R CASTRO ALVES;NOTURNO;17;TER, QUI, SAB
19:30 à 00:00 hs;3-03;LRG ENCRUZILHADA;NOTURNO;18;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R DOUTOR JOSÉ MARIA;NOTURNO;19;TER, QUI, SAB
19:30 à 00:00 hs;3-03;ESTR DE BELÉM;NOTURNO;20;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R DOMINGOS BASTOS;NOTURNO;21;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R JOÃO EZEQUIEL;NOTURNO;22;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R SANTANA DE CASTRO;NOTURNO;23;TER, QUI, SAB
19:30 à 00:00 hs;3-03;R JOÃO EZEQUIEL;NOTURNO;24;TER, QUI, SAB
19:30 à 00:00 hs;3-03;ESTR DE BELÉM;NOTURNO;25;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R ANTÔNIO RANGEL;NOTURNO;26;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R VISCONDE DE MAMANGAUPE;NOTURNO;27;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R MANOEL CANUTO MESQUITA;NOTURNO;28;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R VISCONDE DE MAMANGAUPE;NOTURNO;29;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R MARECHAL DEODORO;NOTURNO;30;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R CASTRO ALVES;NOTURNO;31;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R VINTE E QUATRO DE JUNHO;NOTURNO;32;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R LAGO DO FEITOSA;NOTURNO;33;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R FRANCISCO ROLIM;NOTURNO;34;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R OLGA;NOTURNO;35;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R BEQUIMÃO;NOTURNO;36;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R BACABAU;NOTURNO;37;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R CAICÓ;NOTURNO;38;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R VICENTE PIZON;NOTURNO;39;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R SÍTIO GAMEIRO;NOTURNO;40;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R CRISTOVÃO JACQUES;NOTURNO;41;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R ANTÔNIO GOMES DE OLIVEIRA;NOTURNO;42;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R BENJAMIN DE AZEVEDO;NOTURNO;43;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R CRISTOVÃO JACQUES;NOTURNO;44;TER, QUI, SAB
01:00 à 04:20 hs;3-03;R CASTRO ALVES;NOTURNO;45;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R DO ESPINHEIRO;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-05;AV JOÃO DE BARROS;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R AFONSO BATISTA;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R ALFREDO DE CARVALHO;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R DOUTOR FERNANDO ALLAIN;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R SACADURA CABRAL;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R ADALGISA;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R DOUTOR FERNANDO ALLAIN;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R ANTÔNIO SIMÕES;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-05;AV GOVERNADOR AGAMENON MAGALHÃES;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R DOUTOR GERALDO DE ANDRADE;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R FRÍGIO LIMA;NOTURNO;12;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R CORONEL JOSÉ MARTINS;NOTURNO;13;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R MARQUÊS DO PARANÁ;NOTURNO;14;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R GOMES PACHECO;NOTURNO;15;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R DOUTOR JOAQUIM ARRUDA FALCÃO;NOTURNO;16;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R GUADALUPE;NOTURNO;17;TER, QUI, SAB
19:30 à 00:00 hs;3-05;R GOMES PACHECO;NOTURNO;18;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R ALFREDO DE MEDEIROS;NOTURNO;19;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R ALFREDO DE CASTRO;NOTURNO;20;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R CONSELHEIRO PORTELA;NOTURNO;21;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R QUARENTA E OITO;NOTURNO;22;TER, QUI, SAB
01:00 à 04:20 hs;3-05;AV JOÃO DE BARROS;NOTURNO;23;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R DA HORA;NOTURNO;24;TER, QUI, SAB
01:00 à 04:20 hs;3-05;AV JOÃO DE BARROS;NOTURNO;25;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R QUARENTA E OITO;NOTURNO;26;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R DA HORA;NOTURNO;27;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R RUI CALAÇA;NOTURNO;28;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R BARÃO DE ITAMARACÁ;NOTURNO;29;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R BERNARDINO SOARES DA SILVA;NOTURNO;30;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R MANOEL ARÃO;NOTURNO;31;TER, QUI, SAB
01:00 à 04:20 hs;3-05;R ANTÔNIO SIMÕES;NOTURNO;32;TER, QUI, SAB
19:30 à 00:00 hs;3-07;R DA ANGUSTURA;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-07;R LAURO MONTENEGRO;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-07;R NATÉRCIO DE HOLANDA;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-07;R QUARENTA E OITO;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-07;R LAURO MONTENEGRO;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-07;R QUARENTA E OITO;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-07;R CONSELHEIRO PORTELA;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-07;R PEREIRA SIMÕES;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-07;AV CONSELHEIRO ROSA E SILVA;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-07;R DESEMBARGADOR MARTINS PEREIRA;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-07;AV SANTOS DUMONT;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-07;R LUIZ RODOLFO ARAÚJO;NOTURNO;12;TER, QUI, SAB
01:00 à 04:20 hs;3-07;AV SANTOS DUMONT;NOTURNO;13;TER, QUI, SAB
01:00 à 04:20 hs;3-07;R CAIO PEREIRA;NOTURNO;14;TER, QUI, SAB
01:00 à 04:20 hs;3-07;AV NORTE;NOTURNO;15;TER, QUI, SAB
01:00 à 04:20 hs;3-07;R BELMIRO CORREIA;NOTURNO;16;TER, QUI, SAB
01:00 à 04:20 hs;3-07;R CAIO PEREIRA;NOTURNO;17;TER, QUI, SAB
01:00 à 04:20 hs;3-07;AV NORTE;NOTURNO;18;TER, QUI, SAB
01:00 à 04:20 hs;3-07;R DOUTOR JOSÉ MARIA;NOTURNO;19;TER, QUI, SAB
01:00 à 04:20 hs;3-07;R AMAPÁ;NOTURNO;20;TER, QUI, SAB
01:00 à 04:20 hs;3-07;R MANOEL DE CARVALHO;NOTURNO;21;TER, QUI, SAB
01:00 à 04:20 hs;3-07;R CARNEIRO VILELA;NOTURNO;22;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R CÔNEGO BARATA;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-09;AV RUI BARBOSA;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R ANTENOR NAVARRO;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R DO FUTURO;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R JOSÉ CLEMENTINO;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R DO FUTURO;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-09;AV CONSELHEIRO ROSA E SILVA;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R NETO DE MENDONÇA;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R DOUTOR JOSÉ MARIA;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R SIMÃO MENDES;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R REGUEIRA COSTA;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R ANDRÉ REBOUÇAS;NOTURNO;12;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R ENGENHEIRO SAMPAIO;NOTURNO;13;TER, QUI, SAB
19:30 à 00:00 hs;3-09;R CAIO PEREIRA;NOTURNO;14;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R TELES JÚNIOR;NOTURNO;15;TER, QUI, SAB
01:00 à 04:20 hs;3-09;AV CONSELHEIRO ROSA E SILVA;NOTURNO;16;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R CAPITÃO SAMPAIO XAVIER;NOTURNO;17;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R RICARDO HARDMAN;NOTURNO;18;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R HOEL SETTE;NOTURNO;19;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R FLORIANÓPOLIS;NOTURNO;20;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R ANTENOR NAVARRO;NOTURNO;21;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R ANTENOR NAVARRO;NOTURNO;22;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R RICARDO HARDMAN;NOTURNO;23;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R CAPITÃO SAMPAIO XAVIER;NOTURNO;24;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R GENERAL ABREU E LIMA;NOTURNO;25;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R SILVEIRA LIRA;NOTURNO;26;TER, QUI, SAB
01:00 à 04:20 hs;3-09;R ANDRÉ REBOUÇAS;NOTURNO;27;TER, QUI, SAB
19:30 à 00:00 hs;3-11;AV PARNAMIRIM;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R MARCELINO LISBOA;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R TITO ROSAS;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R MUNIZ TAVARES;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-11;AV RUI BARBOSA;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R LEONARDO BEZERRA CAVALCANTE;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-11;ACESSO;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R JOÃO TUDE DE MELO;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R TITO ROSAS;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R PADRE ROMA;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R ISAAC SALAZAR;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R DO FUTURO;NOTURNO;12;TER, QUI, SAB
19:30 à 00:00 hs;3-11;PÇA PROFESSOR FLEMING;NOTURNO;13;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R MUNIZ TAVARES;NOTURNO;14;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R PADRE ROMA;NOTURNO;15;TER, QUI, SAB
19:30 à 00:00 hs;3-11;R GILDO NETO;NOTURNO;16;TER, QUI, SAB
01:00 à 04:20 hs;3-11;R ISAAC SALAZAR;NOTURNO;17;TER, QUI, SAB
01:00 à 04:20 hs;3-11;R SEBASTIÃO ALVES;NOTURNO;18;TER, QUI, SAB
01:00 à 04:20 hs;3-11;R DESEMBARGADOR GOES CAVALCANTE;NOTURNO;19;TER, QUI, SAB
01:00 à 04:20 hs;3-11;AV PARNAMIRIM;NOTURNO;20;TER, QUI, SAB
01:00 à 04:20 hs;3-11;AV RUI BARBOSA;NOTURNO;21;TER, QUI, SAB
01:00 à 04:20 hs;3-11;R SIMÃO MENDES;NOTURNO;22;TER, QUI, SAB
01:00 à 04:20 hs;3-11;R SEBASTIÃO MALTA ARCOVERDE;NOTURNO;23;TER, QUI, SAB
01:00 à 04:20 hs;3-11;R ANDRÉ CALVANCANTE;NOTURNO;24;TER, QUI, SAB
01:00 à 04:20 hs;3-11;R ALBINO MEIRA;NOTURNO;25;TER, QUI, SAB
01:00 à 04:20 hs;3-11;R MIZAEL MONTENEGRO;NOTURNO;26;TER, QUI, SAB
01:00 à 04:20 hs;3-11;R AFONSO CELSO;NOTURNO;27;TER, QUI, SAB
01:00 à 04:20 hs;3-11;R SEBASTIÃO ALVES;NOTURNO;28;TER, QUI, SAB
01:00 à 04:20 hs;3-11;R DESEMBARGADOR GOES CAVALCANTE;NOTURNO;29;TER, QUI, SAB
19:30 à 00:00 hs;3-13;AV RUI BARBOSA;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-13;R AMÉLIA;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-13;R CONSELHEIRO PORTELA;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-13;R TEIXEIRA PINTO;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-13;R BARÃO DE CONTENDAS;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-13;AV SANTOS DUMONT;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-13;AV DOUTOR MALAQUIAS;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-13;R XAVIER MARQUES;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-13;R DO FUTURO;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-13;R ALBERTO PAIVA;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-13;PÇA ELVIRA ANDRADE DE SOUZA;NOTURNO;11;TER, QUI, SAB
01:00 à 04:20 hs;3-13;R SÉRGIO MAGALHÃES;NOTURNO;12;TER, QUI, SAB
01:00 à 04:20 hs;3-13;R ANTÔNIO NOVAIS;NOTURNO;13;TER, QUI, SAB
01:00 à 04:20 hs;3-13;R SOUZA DE ANDRADE;NOTURNO;14;TER, QUI, SAB
01:00 à 04:20 hs;3-13;R ABELARDO;NOTURNO;15;TER, QUI, SAB
01:00 à 04:20 hs;3-13;R DOZE DE OUTUBRO;NOTURNO;16;TER, QUI, SAB
01:00 à 04:20 hs;3-13;R MONSENHOR NIVALDO ESTELLA DE MELLO;NOTURNO;17;TER, QUI, SAB
01:00 à 04:20 hs;3-13;R AMÉLIA;NOTURNO;18;TER, QUI, SAB
01:00 à 04:20 hs;3-13;R CONSELHEIRO PORTELA;NOTURNO;19;TER, QUI, SAB
01:00 à 04:20 hs;3-13;R ESMERALDINO BANDEIRA;NOTURNO;20;TER, QUI, SAB
